"staircase_name","2*riser_gt_mm/1000 +  tread_gt_mm/1000","2*riser_alg_mm/1000 +  tread_alg_mm/1000","gt_num_steps","risers_alg","treads_alg","width_gt_mm","width_alg_mm","riser_gt_mm","riser_alg_mm","tread_gt_mm","tread_alg_mm","width_abs_error","width_pct_error","riser_abs_error","riser_pct_error","tread_abs_error","tread_pct_error","mae_width","rmse_width","mae_riser","rmse_riser","mae_tread","rmse_tread"
Rice_stair2_11,0.6400000,0.577,12,25,49,1970.00,1477.0,160.000,167.0,320.000,243.0,493.0,25.0253807106599,7.0,4.375,77.0,24.0625,624.0,637.9691737589417,38.666666666666664,44.90731195102493,48.0,57.148928248918196
Rice_stair2_10,0.6400000,0.755,12,24,36,1970.00,1397.0,160.000,220.0,320.000,315.0,573.0,29.086294416243653,60.0,37.5,5.0,1.5625,624.0,637.9691737589417,38.666666666666664,44.90731195102493,48.0,57.148928248918196
Rice_stair2_9,0.6400000,0.6759999999999999,12,24,36,1970.00,1164.0,160.000,209.0,320.000,258.0,806.0,40.91370558375635,49.0,30.625,62.0,19.375,624.0,637.9691737589417,38.666666666666664,44.90731195102493,48.0,57.148928248918196
